BRANCH
branch001                                         	1646240886	District 3                                                                                                                                                                                              	California                                        
branch002                                         	1646240887	District 4                                                                                                                                                                                              	London                                            
branch003                                         	1646240888	District 5                                                                                                                                                                                              	Paris                                             

CHEF
staff110                                          	branch001                                         	staff001                                          	District 10                                                                                                                                                                                             	Hong                                              	40	2018-05-05 00:00:00.000	14000000	Chef                                              	False
staff111                                          	branch002                                         	staff002                                          	District 10                                                                                                                                                                                             	Hoa                                               	41	2018-05-05 00:00:00.000	14000000	Chef                                              	False
staff112                                          	branch003                                         	staff003                                          	District 10                                                                                                                                                                                             	Nhung                                             	42	2018-05-05 00:00:00.000	14000000	Chef                                              	False

CLEANER
staff211                                          	branch001                                         	staff001                                          	District 11                                                                                                                                                                                             	Nguyen                                            	48	2018-06-06 00:00:00.000	10000000	Cleaner                                           	False
staff212                                          	branch002                                         	staff002                                          	District 11                                                                                                                                                                                             	Thi                                               	49	2018-06-06 00:00:00.000	10000000	Cleaner                                           	False
staff213                                          	branch003                                         	staff003                                          	District 11                                                                                                                                                                                             	Hoa                                               	50	2018-06-06 00:00:00.000	10000000	Cleaner                                           	False

CLEANER_ROOM
staff211                                          	1
staff212                                          	2
staff213                                          	3

CUSTOMER
281192104                                         	False	District 4                                                                                                                                                                                              	26	Hung                                                                                                
281192105                                         	False	District 10                                                                                                                                                                                             	30	Hao                                                                                                 
281192108                                         	False	District 5                                                                                                                                                                                              	39	Hon                                                                                                 
281192109                                         	False	Disrict 4                                                                                                                                                                                               	27	tuan                                                                                                
281193101                                         	False	District 10                                                                                                                                                                                             	26	trung                                                                                               
111111112                                         	False	District 4                                                                                                                                                                                              	26	chau                                                                                                
282828282828                                      	False	District 4                                                                                                                                                                                              	27	Hai                                                                                                 
333322221111                                      	False	District 1                                                                                                                                                                                              	27	nam                                                                                                 
28111222333                                       	False	District 2                                                                                                                                                                                              	26	sau                                                                                                 
333444555111                                      	False	District 4                                                                                                                                                                                              	26	Hue                                                                                                 
111122221111                                      	False	District 4                                                                                                                                                                                              	18	Hai                                                                                                 
222233334445                                      	False	District 4                                                                                                                                                                                              	26	Tuan                                                                                                
405                                               	False	District 4                                                                                                                                                                                              	30	405                                                                                                 
281192202                                         	False	District 10                                                                                                                                                                                             	45	Thanh                                                                                               
1111222233339                                     	False	District 10                                                                                                                                                                                             	26	Hai                                                                                                 


FOOD
1	staff110                                          	Rice                                                                                                	2018-12-31 00:00:00.000	2018-12-01 00:00:00.000	30000	True
3	staff110                                          	Bear                                                                                                	2018-12-29 00:00:00.000	2018-12-01 00:00:00.000	20000	True
4	staff110                                          	Wine                                                                                                	2018-12-28 00:00:00.000	2018-12-01 00:00:00.000	40000	True
2	staff111                                          	Noodle                                                                                              	2018-12-30 00:00:00.000	2018-12-01 00:00:00.000	50000	True
5	staff110                                          	Bear                                                                                                	2018-12-30 00:00:00.000	2018-12-01 00:00:00.000	20000	True
6	staff110                                          	Bear                                                                                                	2018-12-30 00:00:00.000	2018-12-01 00:00:00.000	20000	True
7	staff110                                          	Bear                                                                                                	2018-12-30 00:00:00.000	2018-12-01 00:00:00.000	20000	True
8	staff110                                          	Wine                                                                                                	2018-12-30 00:00:00.000	2018-12-01 00:00:00.000	40000	True
9	staff110                                          	Wine                                                                                                	2018-12-30 00:00:00.000	2018-12-01 00:00:00.000	40000	True
10	staff110                                          	Wine                                                                                                	2018-12-30 00:00:00.000	2018-12-01 00:00:00.000	40000	True
11	staff110                                          	Noodle                                                                                              	2018-12-30 00:00:00.000	2018-12-01 00:00:00.000	50000	True
12	staff110                                          	Noodle                                                                                              	2018-12-30 00:00:00.000	2018-12-01 00:00:00.000	50000	True
13	staff110                                          	Noodle                                                                                              	2018-12-30 00:00:00.000	2018-12-01 00:00:00.000	50000	True
14	staff110                                          	Rice                                                                                                	2018-12-30 00:00:00.000	2018-12-01 00:00:00.000	50000	True
15	staff110                                          	Rice                                                                                                	2018-12-30 00:00:00.000	2018-12-01 00:00:00.000	50000	True
16	staff110                                          	Rice                                                                                                	2018-12-30 00:00:00.000	2018-12-01 00:00:00.000	50000	True
17	staff110                                          	Rice                                                                                                	2018-12-30 00:00:00.000	2018-12-01 00:00:00.000	50000	True
18	staff110                                          	Rice                                                                                                	2018-12-30 00:00:00.000	2018-12-01 00:00:00.000	50000	True
19	staff110                                          	Rice                                                                                                	2018-12-30 00:00:00.000	2018-12-01 00:00:00.000	50000	True
20	staff110                                          	Rice                                                                                                	2018-12-30 00:00:00.000	2018-12-01 00:00:00.000	50000	True
21	staff110                                          	Rice                                                                                                	2018-12-30 00:00:00.000	2018-12-01 00:00:00.000	50000	True
22	staff110                                          	Rice                                                                                                	2018-12-30 00:00:00.000	2018-12-01 00:00:00.000	50000	True
23	staff110                                          	Rice                                                                                                	2018-12-30 00:00:00.000	2018-12-01 00:00:00.000	50000	False
24	staff110                                          	Rice                                                                                                	2018-12-30 00:00:00.000	2018-12-01 00:00:00.000	50000	False
